,output_area,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,Gigabit availability (% premises),% of premises below the USO,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises with Gigabit availability,Number of premises below the USO,Number of premises able to receive decent broadband from FWA,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,fast_bin_pct_prems,gig_bin_prems,gig_qbin_prems,uk_country,oa21cd,rgn22cd,rgn22nm,rgn22nmw,OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,11_or_under
5339,E00062213,134,134,87.3,70.9,70.9,0.0,0.0,9.0,12.7,70.9,0.0,0.0,117,95,95,0,0,12,17,95,0,0,16.4,70.9,0.0,0.0,9.0,3.7,22,95,0,0,12,5,"(60.0, 80.0]","(37.0, 102.0]",Second quartile,England,E00062213,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062213,E01012336,217,0,1,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,2,2,2,3,0,1,0,1,0,0,2,0,2,1,0,0,0,2,0,2,1,4,1,0,0,1,1,1,3,0,0,2,3,4,3,3,0,4,2,3,3,2,4,6,3,11,8,4,10,10,4,2,3,7,4,4,3,6,8,4,6,3,5,5,1,4,7,3,3,9,6
5340,E00062214,131,131,100.0,96.9,96.9,0.0,0.0,0.0,0.0,96.9,0.0,7.6,131,127,127,0,0,0,0,127,0,10,3.1,96.9,0.0,0.0,0.0,0.0,4,127,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062214,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062214,E01012336,292,0,0,0,0,0,0,0,2,1,3,2,7,0,2,6,4,4,2,2,4,2,2,0,7,1,4,1,1,3,1,2,0,0,0,1,0,1,1,0,3,3,2,3,2,1,1,6,1,4,1,12,5,9,8,6,4,7,7,4,5,4,8,4,5,6,10,7,5,3,1,0,4,3,3,7,7,6,0,4,5,5,2,5,3,9,3,2,3,1,1,6,15
5341,E00062215,120,120,95.8,95.8,95.8,0.0,0.0,4.2,4.2,95.8,0.0,0.8,115,115,115,0,0,5,5,115,0,1,0.0,95.8,0.0,0.0,4.2,0.0,0,115,0,0,5,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062215,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062215,E01012336,279,0,2,2,1,1,5,1,3,2,4,1,2,2,3,2,2,2,1,3,2,1,3,1,1,0,0,5,0,0,0,1,0,3,4,1,1,1,2,1,3,1,3,2,0,5,3,1,2,1,4,4,1,2,1,10,10,2,3,3,0,2,7,8,6,3,1,5,6,2,5,7,3,9,8,4,5,5,9,4,4,3,7,6,3,4,2,2,0,4,1,17,24
5342,E00062216,124,124,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,3.2,124,124,124,0,0,0,0,124,0,4,0.0,100.0,0.0,0.0,0.0,0.0,0,124,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062216,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062216,E01012336,313,0,0,0,0,0,1,2,1,0,4,7,3,0,3,6,2,6,6,4,5,2,4,3,4,5,3,2,4,2,3,3,5,1,0,1,1,0,0,1,0,1,2,4,4,0,5,4,6,1,14,6,9,5,5,6,11,7,5,5,9,11,11,3,7,7,7,2,4,7,3,5,4,7,4,1,3,3,3,2,4,3,1,0,1,0,0,1,0,3,1,2,18
5343,E00062217,124,124,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,124,124,124,0,0,0,0,124,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,124,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062217,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062217,E01012337,286,2,1,3,1,3,0,4,2,1,5,6,3,4,4,2,3,3,6,3,2,1,2,1,2,0,0,3,1,3,3,2,0,2,3,2,2,1,5,5,1,2,2,5,3,1,3,2,2,2,7,5,7,4,6,2,1,7,4,4,5,4,6,6,5,5,5,1,4,4,6,2,2,6,5,4,2,3,8,4,2,5,1,6,3,3,3,2,4,3,0,1,31
5344,E00062218,126,126,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.8,126,126,126,0,0,0,0,126,0,1,0.0,100.0,0.0,0.0,0.0,0.0,0,126,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062218,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062218,E01012336,190,0,0,2,0,0,0,1,0,1,0,2,1,1,1,0,1,1,3,2,0,3,1,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,3,0,0,0,0,1,2,2,2,1,3,3,5,0,3,4,2,1,1,3,2,1,2,5,3,2,5,2,5,6,9,2,10,10,2,5,0,3,5,2,6,5,4,4,1,1,4,3,12,7
5345,E00062219,132,132,100.0,98.5,98.5,0.0,0.0,0.0,0.0,98.5,0.0,15.2,132,130,130,0,0,0,0,130,0,20,1.5,98.5,0.0,0.0,0.0,0.0,2,130,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00062219,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062219,E01012336,298,2,1,1,2,2,3,3,2,3,2,2,2,6,5,0,4,2,6,4,3,3,2,3,2,4,2,2,0,1,3,3,0,1,2,1,1,2,4,1,2,3,6,1,6,1,4,8,8,8,2,3,1,3,4,7,6,2,8,5,4,4,3,3,6,5,3,2,2,4,7,4,2,6,9,6,7,8,6,1,0,3,2,1,4,1,3,2,1,2,2,5,25
5346,E00062220,121,121,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,4.1,121,121,121,0,0,0,0,121,0,5,0.0,100.0,0.0,0.0,0.0,0.0,0,121,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062220,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062220,E01012337,251,0,2,1,0,2,1,3,1,2,2,0,2,3,1,4,5,4,3,2,4,1,2,4,0,3,1,3,1,0,1,0,4,0,1,0,0,3,1,5,3,2,3,0,1,3,4,2,3,4,2,7,3,4,6,5,3,3,8,2,6,3,5,2,5,3,3,3,5,2,5,5,4,6,6,5,3,1,2,5,1,1,4,4,4,2,4,4,1,1,3,3,16
5347,E00062221,155,155,83.9,83.9,83.9,0.0,0.0,0.6,16.1,83.9,0.0,9.0,130,130,130,0,0,1,25,130,0,14,0.0,83.9,0.0,0.0,0.6,15.5,0,130,0,0,1,24,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00062221,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062221,E01012337,377,4,3,4,3,10,2,3,4,7,5,5,3,0,6,5,7,8,5,9,2,0,3,2,4,1,3,2,5,2,2,3,4,2,3,3,5,10,4,1,4,4,6,5,5,9,2,4,7,4,5,10,7,5,4,3,2,4,2,10,5,5,7,6,6,5,5,4,4,3,4,6,2,2,3,7,7,3,5,4,3,3,4,2,4,2,1,0,1,1,5,2,53
5348,E00062222,128,128,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,8.6,128,128,128,0,0,0,0,128,0,11,0.0,100.0,0.0,0.0,0.0,0.0,0,128,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062222,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062222,E01012337,290,0,1,1,1,3,4,2,3,3,2,3,2,0,5,4,3,1,4,2,2,3,2,2,1,1,2,2,0,1,1,3,1,1,6,3,1,0,3,4,2,1,7,5,4,2,5,7,2,2,3,3,5,8,2,7,3,8,3,0,6,3,4,2,8,5,4,6,2,3,5,3,1,6,1,9,4,8,8,4,4,3,5,4,1,3,2,0,2,2,1,9,25
5349,E00062223,116,116,99.1,99.1,99.1,0.0,0.0,0.9,0.9,99.1,0.0,28.4,115,115,115,0,0,1,1,115,0,33,0.0,99.1,0.0,0.0,0.9,0.0,0,115,0,0,1,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062223,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062223,E01012337,360,4,3,4,3,2,7,6,3,5,7,2,5,6,6,6,7,1,5,6,5,1,3,0,1,2,2,0,1,5,1,0,3,1,4,3,3,7,1,6,4,6,1,8,1,4,7,4,9,5,6,2,3,0,9,3,1,4,4,6,1,5,3,5,2,4,3,5,4,2,3,2,4,2,5,1,5,0,5,1,1,1,3,2,3,3,2,4,9,6,4,36,51
5350,E00062224,125,125,100.0,99.2,99.2,0.0,0.0,0.0,0.0,99.2,0.0,15.2,125,124,124,0,0,0,0,124,0,19,0.8,99.2,0.0,0.0,0.0,0.0,1,124,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062224,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062224,E01012337,257,1,3,2,2,2,1,0,2,5,1,3,2,2,2,0,2,4,2,4,2,0,0,5,2,3,2,3,3,1,2,1,1,1,2,4,2,3,1,1,1,2,0,2,4,2,7,2,5,1,1,2,2,2,3,9,10,5,8,10,11,8,1,0,3,5,4,2,6,4,8,4,3,4,5,5,3,2,1,1,2,2,4,2,0,3,0,0,1,1,1,4,24
5351,E00062225,170,167,96.5,20.0,20.0,0.0,0.0,0.0,1.8,20.0,0.0,6.5,164,34,34,0,0,0,3,34,0,11,76.5,20.0,0.0,0.0,0.0,1.8,130,34,0,0,0,3,"(-0.1, 20.0]","(0.0, 37.0]",First quartile,England,E00062225,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062225,E01012339,407,3,3,2,8,5,10,7,5,4,6,11,7,5,10,7,3,6,3,5,2,3,4,5,4,2,4,2,1,5,4,7,3,5,4,4,8,8,4,6,5,5,7,6,7,7,4,9,5,3,4,7,1,3,6,5,8,4,2,5,10,8,5,5,6,3,8,1,4,3,4,4,1,3,2,6,4,2,1,1,3,4,3,1,2,6,2,2,0,1,1,3,71
5352,E00062227,121,121,93.4,93.4,93.4,0.0,0.0,0.0,6.6,93.4,0.0,0.0,113,113,113,0,0,0,8,113,0,0,0.0,93.4,0.0,0.0,0.0,6.6,0,113,0,0,0,8,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062227,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062227,E01012339,256,0,3,0,3,2,3,3,3,1,3,1,0,7,3,5,2,0,2,5,6,1,1,3,1,1,2,0,2,1,0,0,0,1,3,3,2,2,1,2,0,1,3,3,2,4,2,5,2,7,2,1,6,3,3,6,3,4,9,6,6,4,2,2,5,3,3,5,4,6,3,2,4,2,3,5,8,3,5,2,2,1,3,3,1,5,2,3,2,0,0,7,22
5353,E00062228,146,146,58.9,41.8,41.8,0.0,0.0,0.0,41.1,41.8,0.0,7.5,86,61,61,0,0,0,60,61,0,11,17.1,41.8,0.0,0.0,0.0,41.1,25,61,0,0,0,60,"(40.0, 60.0]","(37.0, 102.0]",Second quartile,England,E00062228,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062228,E01012338,289,3,1,0,4,2,4,0,1,2,4,1,1,3,4,5,0,10,3,7,2,1,2,0,2,1,2,3,2,3,1,1,2,2,2,3,4,4,1,4,1,2,1,2,1,2,5,5,1,1,5,8,4,3,9,3,2,5,6,1,4,0,7,2,5,4,2,3,3,9,1,8,7,9,13,9,5,7,3,1,4,6,1,1,1,3,2,3,0,0,0,2,23
5354,E00062229,252,252,71.8,69.4,69.4,0.0,0.0,0.0,28.2,69.4,0.0,4.0,181,175,175,0,0,0,71,175,0,10,2.4,69.4,0.0,0.0,0.0,28.2,6,175,0,0,0,71,"(60.0, 80.0]","(129.0, 1633.0]",Fourth quartile,England,E00062229,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062229,E01012339,354,1,5,2,3,7,6,8,11,4,7,9,2,6,4,2,4,3,4,1,2,3,1,4,2,5,0,0,3,2,2,4,1,1,4,4,6,9,4,7,7,8,4,4,4,6,1,6,2,7,5,2,2,3,2,7,3,1,4,2,4,1,6,5,3,8,4,5,7,2,6,5,7,6,6,7,3,6,6,3,1,7,3,2,1,0,0,1,4,0,1,1,65
5355,E00062230,126,126,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,126,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00062230,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062230,E01012338,328,3,3,0,2,7,1,5,4,5,7,6,7,10,2,4,6,4,3,5,6,5,3,4,1,3,4,1,1,1,3,2,4,5,4,5,2,3,5,4,1,12,6,5,4,2,5,5,5,2,7,4,4,5,6,1,1,7,2,4,3,6,8,1,6,3,0,4,2,3,6,3,2,6,4,3,8,0,2,5,4,1,2,0,2,1,2,1,0,0,0,2,50
5356,E00062231,128,128,98.4,38.3,38.3,0.0,0.0,0.0,1.6,38.3,0.0,18.8,126,49,49,0,0,0,2,49,0,24,60.2,38.3,0.0,0.0,0.0,1.6,77,49,0,0,0,2,"(20.0, 40.0]","(37.0, 102.0]",Second quartile,England,E00062231,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062231,E01012339,296,1,1,4,2,1,6,2,4,1,12,4,11,3,6,9,3,3,3,5,2,2,2,1,0,1,5,2,2,3,4,3,3,6,1,2,2,3,2,4,5,3,5,9,4,3,2,6,6,4,2,4,3,5,1,1,2,8,10,3,4,1,3,4,2,4,2,4,2,5,2,2,1,3,2,3,7,1,3,3,2,3,1,2,2,6,1,1,0,2,0,1,49
5357,E00062232,133,133,82.7,14.3,14.3,0.0,0.0,0.0,17.3,14.3,0.0,0.0,110,19,19,0,0,0,23,19,0,0,68.4,14.3,0.0,0.0,0.0,17.3,91,19,0,0,0,23,"(-0.1, 20.0]","(0.0, 37.0]",First quartile,England,E00062232,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062232,E01012338,228,0,1,1,2,0,3,0,1,0,4,0,4,1,3,2,2,0,2,2,1,1,3,0,4,4,1,2,1,3,3,3,1,4,0,0,2,1,1,3,1,1,2,2,3,1,1,3,3,3,2,3,2,7,2,6,4,7,4,4,6,4,4,6,4,6,3,5,3,2,5,1,7,6,7,7,1,4,4,1,2,4,1,1,3,0,1,0,1,1,0,1,16
5358,E00062233,141,141,99.3,36.9,36.9,0.0,0.0,0.0,0.7,36.9,0.0,0.7,140,52,52,0,0,0,1,52,0,1,62.4,36.9,0.0,0.0,0.0,0.7,88,52,0,0,0,1,"(20.0, 40.0]","(37.0, 102.0]",Second quartile,England,E00062233,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062233,E01012339,275,0,0,4,0,4,3,3,6,0,1,2,2,4,0,2,0,2,0,3,0,4,2,1,4,0,2,2,1,1,1,1,0,1,1,1,2,7,1,4,3,2,2,2,4,3,5,3,0,2,3,2,2,5,2,5,3,2,8,5,2,5,3,5,5,4,5,5,9,3,6,4,6,3,9,3,9,6,4,5,4,3,11,5,7,3,0,0,4,1,1,0,25
5359,E00062234,106,106,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,106,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00062234,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062234,E01012338,173,0,0,2,1,0,0,1,1,0,1,1,3,1,4,5,1,4,3,1,2,1,0,0,0,1,2,1,1,3,2,1,3,1,2,0,1,0,0,1,0,1,0,2,2,1,4,1,0,3,4,2,1,6,3,1,3,3,1,3,4,2,2,3,0,2,1,5,2,4,2,0,6,3,4,3,3,1,3,0,3,4,5,2,6,0,2,1,0,1,0,7,10
5360,E00062235,125,125,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,125,0,0,0,0,0,0,0,0,8,100.0,0.0,0.0,0.0,0.0,0.0,125,0,0,0,0,0,"(-0.1, 20.0]",,First quartile,England,E00062235,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062235,E01012339,254,1,1,0,4,1,2,1,1,4,3,1,4,2,3,5,3,4,4,3,5,1,2,2,2,3,1,3,0,0,3,2,2,2,1,1,0,1,2,0,6,4,5,0,2,2,8,2,3,2,6,5,2,4,7,5,3,9,1,3,1,4,4,6,2,4,2,5,2,1,1,1,4,2,5,3,6,4,11,4,3,4,2,1,0,1,2,3,1,2,1,3,23
5361,E00062236,178,178,61.8,61.8,61.8,4.5,11.2,31.5,38.2,61.8,8.4,7.9,110,110,110,8,20,56,68,110,15,14,0.0,61.8,4.5,6.7,20.2,6.7,0,110,8,12,36,12,"(60.0, 80.0]","(102.0, 129.0]",Third quartile,England,E00062236,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062236,E01012338,428,4,6,2,2,1,3,1,5,2,3,5,9,2,5,5,8,5,6,2,2,4,5,4,5,9,4,5,5,1,5,3,2,3,1,2,6,3,5,2,5,4,5,6,5,4,6,3,3,3,9,5,1,5,13,10,11,8,10,11,3,6,3,10,6,7,5,4,7,8,6,5,9,7,11,3,5,9,9,3,2,4,2,7,1,2,2,0,0,0,1,2,43
5362,E00062237,277,277,100.0,99.6,99.6,0.0,0.0,0.0,0.0,99.6,0.0,20.6,277,276,276,0,0,0,0,276,0,57,0.4,99.6,0.0,0.0,0.0,0.0,1,276,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00062237,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062237,E01012340,508,7,6,8,4,7,1,5,3,3,5,8,6,2,4,4,2,1,11,2,2,6,8,4,7,12,4,10,7,13,9,4,6,5,10,7,8,8,5,7,9,7,4,6,10,14,7,5,10,4,8,2,12,8,4,6,4,6,7,6,6,1,5,5,2,2,5,7,7,5,3,5,1,7,4,6,4,3,0,6,4,2,7,2,4,1,2,2,7,4,1,18,63
5363,E00062238,137,137,63.5,63.5,63.5,0.0,9.5,36.5,36.5,63.5,0.0,24.1,87,87,87,0,13,50,50,87,0,33,0.0,63.5,0.0,9.5,27.0,0.0,0,87,0,13,37,0,"(60.0, 80.0]","(37.0, 102.0]",Second quartile,England,E00062238,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062238,E01012341,255,1,3,5,3,3,5,5,4,3,1,6,4,3,2,2,3,6,1,3,0,2,0,0,4,0,4,1,3,3,5,3,4,3,2,2,3,5,3,1,2,1,2,2,1,3,3,0,6,1,2,1,0,2,2,1,4,3,2,0,3,2,0,2,7,4,3,5,4,2,4,5,2,7,3,5,3,3,0,3,1,3,3,8,1,3,5,1,3,2,1,8,43
5364,E00062239,139,139,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,29.5,139,139,139,0,0,0,0,139,0,41,0.0,100.0,0.0,0.0,0.0,0.0,0,139,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00062239,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062239,E01012341,266,3,4,5,5,3,2,6,6,4,3,2,4,4,4,2,3,2,4,3,1,3,1,2,4,6,3,2,7,2,4,2,5,9,4,3,1,1,2,2,2,4,2,1,1,5,3,1,3,6,3,3,1,3,10,3,4,1,2,5,1,1,3,1,6,4,3,3,0,1,5,1,3,1,6,3,3,5,1,1,1,0,3,1,1,1,2,0,1,0,2,6,47
5365,E00062240,115,115,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,52.2,115,115,115,0,0,0,0,115,0,60,0.0,100.0,0.0,0.0,0.0,0.0,0,115,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062240,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062240,E01012340,218,2,1,5,0,1,2,4,1,1,3,2,4,5,5,2,1,1,6,2,1,1,4,1,0,2,3,4,3,1,1,1,1,0,3,3,0,2,1,3,5,2,4,0,3,1,5,6,6,2,1,4,1,0,5,1,7,6,2,2,5,0,2,2,4,3,3,4,5,2,1,4,5,2,5,1,2,2,4,0,2,3,0,2,3,1,1,2,0,0,0,2,26
5366,E00062241,136,136,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,47.8,136,136,136,0,0,0,0,136,0,65,0.0,100.0,0.0,0.0,0.0,0.0,0,136,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00062241,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062241,E01012341,358,4,5,5,4,1,3,4,7,7,6,6,4,4,7,3,4,5,7,5,1,4,5,8,1,4,4,4,5,6,5,3,4,3,5,5,5,2,9,5,6,6,6,4,4,0,4,6,2,5,3,7,4,6,2,8,6,5,4,5,2,5,7,4,3,5,3,5,0,2,10,2,3,5,8,2,3,0,3,1,2,2,0,0,5,1,0,1,1,0,0,1,56
5367,E00062242,138,138,100.0,95.7,95.7,0.0,0.0,0.0,0.0,95.7,0.0,39.9,138,132,132,0,0,0,0,132,0,55,4.3,95.7,0.0,0.0,0.0,0.0,6,132,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00062242,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062242,E01012341,352,1,4,5,10,13,6,7,5,4,12,8,2,11,12,7,5,4,8,5,5,2,3,3,7,6,3,7,3,9,3,2,4,3,7,6,4,8,4,1,5,1,4,1,5,3,2,2,3,5,4,4,1,1,6,2,1,3,3,6,3,3,3,2,4,1,3,4,5,3,5,3,3,2,3,7,4,2,1,1,1,0,2,1,2,0,2,1,0,0,0,0,77
5368,E00062243,153,153,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,20.9,153,153,153,0,0,0,0,153,0,32,0.0,100.0,0.0,0.0,0.0,0.0,0,153,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00062243,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062243,E01012340,312,3,3,3,2,2,3,3,3,5,3,1,3,1,4,6,0,2,6,7,2,1,2,5,3,4,6,2,4,8,2,3,3,4,3,1,3,2,2,1,4,2,1,4,6,6,1,5,9,6,5,9,8,7,6,8,6,5,5,6,10,2,0,5,4,4,0,3,3,4,4,3,3,5,3,3,3,0,3,0,1,3,0,6,1,1,1,3,1,1,1,1,34
5369,E00062244,141,141,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,19.1,141,141,141,0,0,0,0,141,0,27,0.0,100.0,0.0,0.0,0.0,0.0,0,141,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00062244,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062244,E01012341,393,9,1,6,6,7,10,15,12,9,5,9,13,10,2,9,2,5,5,4,6,5,4,4,5,5,8,2,5,6,0,6,10,8,3,3,9,8,4,2,4,5,5,3,5,3,5,2,2,4,6,7,4,2,6,5,3,3,7,4,3,5,3,5,4,3,0,7,0,0,0,4,2,3,8,3,2,3,2,0,1,0,0,1,0,3,1,2,0,1,0,0,102
5370,E00062245,120,120,100.0,99.2,99.2,0.0,0.0,0.0,0.0,99.2,0.0,11.7,120,119,119,0,0,0,0,119,0,14,0.8,99.2,0.0,0.0,0.0,0.0,1,119,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062245,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062245,E01012340,186,4,1,3,4,0,1,2,2,4,4,5,1,2,2,3,1,1,1,1,2,4,2,1,4,4,3,7,5,1,2,2,0,3,2,2,3,2,4,4,5,1,3,3,3,3,3,3,2,2,3,6,1,2,1,3,4,2,4,2,0,4,0,3,3,2,1,1,1,0,1,3,2,0,1,0,0,2,0,0,1,1,0,1,2,1,0,1,0,0,0,0,31
5371,E00062246,123,123,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,37.4,123,123,123,0,0,0,0,123,0,46,0.0,100.0,0.0,0.0,0.0,0.0,0,123,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062246,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062246,E01012341,169,3,2,2,3,2,1,1,4,4,2,1,0,2,0,2,0,0,0,3,0,3,1,0,0,5,5,2,1,1,1,4,0,4,3,4,1,1,1,0,3,3,0,0,0,3,4,2,0,1,0,5,3,3,5,3,3,2,1,1,1,6,3,3,2,4,2,2,1,1,2,5,7,1,4,3,0,1,0,3,1,1,0,2,2,0,0,0,1,0,0,0,25
5372,E00062247,123,123,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,62.6,123,123,123,0,0,0,0,123,0,77,0.0,100.0,0.0,0.0,0.0,0.0,0,123,0,0,0,0,"(80.0, 100.0]","(102.0, 129.0]",Third quartile,England,E00062247,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062247,E01012340,286,4,0,3,3,4,6,5,4,9,3,10,1,3,8,6,1,4,6,5,2,3,5,1,3,3,4,3,1,3,4,4,0,5,5,4,2,5,4,0,4,4,5,6,2,6,2,3,7,2,2,6,5,2,1,3,5,2,2,3,6,1,5,4,2,4,4,2,1,4,3,1,7,1,6,3,1,0,1,3,1,2,2,1,0,0,0,1,1,0,1,0,52
5373,E00062250,135,135,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,135,135,135,0,0,0,0,135,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0,135,0,0,0,0,"(80.0, 100.0]","(129.0, 1633.0]",Fourth quartile,England,E00062250,E12000001,North East,Gogledd-ddwyrain Lloegr,E00062250,E01012343,323,2,1,5,3,2,4,4,9,6,4,4,3,2,4,2,2,7,1,4,2,6,7,3,5,4,4,2,4,1,4,2,1,3,5,3,4,5,7,8,4,4,6,6,10,1,5,2,4,1,2,4,10,3,4,9,9,8,4,7,6,6,5,3,5,6,3,3,4,0,4,3,2,0,0,1,2,2,1,0,2,3,2,3,0,0,0,1,1,1,0,2,47
